voter_name,affiliation,first,first_2,first_3,first_4,first_5,second,second_2,second_3,second_4,second_5,year,award
Eric Smith,TSN 1050/Sportsnet 590 The Fan,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI","LaVine, Zach -- MIN","Clarkson, Jordan -- LAL","Smart, Marcus -- BOS","Nurkic, Jusuf -- DEN","Bogdanovic, Bojan -- BRK","Black, Tarik -- LAL",2015,All-Rook
John Reid,New Orleans Times Picayune,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","LaVine, Zach -- MIN","Clarkson, Jordan -- LAL","Nurkic, Jusuf -- DEN","Smart, Marcus -- BOS","Bogdanovic, Bojan -- BRK","Hood, Rodney -- UTA",2015,All-Rook
Mark Medina,LA Daily News,"Wiggins, Andrew -- MIN","Clarkson, Jordan -- LAL","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL","Noel, Nerlens -- PHI","LaVine, Zach -- MIN","Nurkic, Jusuf -- DEN","Smart, Marcus -- BOS","Bogdanovic, Bojan -- BRK","Hood, Rodney -- UTA",2015,All-Rook
Eddie Sefko,Dallas Morning News,"Towns, Karl-Anthony -- MIN","Okafor, Jahlil -- PHI","Porzingis, Kristaps -- NYK","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC","Anderson, Justin -- DAL","Booker, Devin -- PHX","Lyles, Trey -- UTA",2016,All-Rook
Dan Woike,Orange County Register,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Russell, D'Angelo -- LAL","Kaminsky, Frank -- CHA","Turner, Myles -- IND","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN",2016,All-Rook
Ric Bucher,Bleacher Report,"Towns, Karl-Anthony -- MIN","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Porzingis, Kristaps -- NYK","Turner, Myles -- IND","Huertas, Marcelo -- LAL","Mudiay, Emmanuel -- DEN","Portis, Bobby -- CHI","Booker, Devin -- PHX","Russell, D'Angelo -- LAL",2016,All-Rook
Nira Khurana,Perform,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Jackson Jr., Jaren (MEM)","Bridges, Mikal (PHX)","Robinson, Mitchell (NYK)",2019,All-Rook
Dave Campbell,Associated Press,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Bridges, Mikal (PHX)","Shamet, Landry (LAC)",2019,All-Rook
Guillermo Schutz,Televisa,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)","Shamet, Landry (LAC)",2019,All-Rook
Doug Smith,Toronto Star,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)","Shamet, Landry (LAC)",2019,All-Rook
Sam Amick,The Athletic,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)","Bagley III, Marvin (SAC)",2019,All-Rook
Rod Beard,Detroit News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Robinson, Mitchell (NYK)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Bridges, Mikal (PHX)","Shamet, Landry (LAC)",2019,All-Rook
Mirjam Swanson,Southern California News Group,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Bridges, Mikal (PHX)","Knox, Kevin (NYK)",2019,All-Rook
Casey Stern,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Brunson, Jalen (DAL)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Bridges, Miles (CHA)","Sexton, Collin (CLE)",2019,All-Rook
Davide Chinellato,La Gazetta dello Sport,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Allen, Jarrett (BKN)","Brooks, Dillon (MEM)","Bogdanovic, Bogdan (SAC)",2018,All-Rook
Thales Soares,Globoesporte.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Smith Jr., Dennis (DAL)","Brooks, Dillon (MEM)","Adebayo, Bam (MIA)",2018,All-Rook
Frank Isola,Sirius Radio/New York Daily News,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Anunoby, OG (TOR)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Teodosic, Milos (LAC)","Brooks, Dillon (MEM)","Fox, De'Aaron (SAC)",2018,All-Rook
Tim Reynolds,Associated Press,"Gilgeous-Alexander, Shai (LAC)","Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Huerter, Kevin (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Brown, Bruce (DET)","Okogie, Josh (MIN)",2019,All-Rook
Fran Blinebury,NBA.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)",2017,All-Rook
Yoko Miyaji,Sports Graphic Number,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","Ingram, Brandon (LA-L)",2017,All-Rook
Kevin Arnovitz,ESPN.com,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Hernangomez, Willy (N.Y.)","Saric, Dario (Phi.)","LeVert, Caris (Bkn.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)",2017,All-Rook
Ramona Shelburne,ESPN.com,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)","LeVert, Caris (Bkn.)",2017,All-Rook
Brent Barry,Turner,"Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Chriss, Marquese (Pho.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)",2017,All-Rook
Brian Windhorst,ESPN.com,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)",2017,All-Rook
Sam Amick,USA Today,"Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Ingram, Brandon (LA-L)",2017,All-Rook
Keith Pompey,Philadelphia Inquirer,"Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Ferrell, Yogi (Dal.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)",2017,All-Rook
Doug Collins,ABC/ESPN,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Sabonis, Domantas (OKC.)",2017,All-Rook
Bill Simmons,The Ringer,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Ulis, Tyler (Pho.)","Ferrell, Yogi (Dal.)","Hernangomez, Juan (Den.)","Whitehead, Isaiah (Bkn.)","Brown, Jaylen (Bos.)","McCaw, Patrick (G.S.)",2017,All-Rook
Sean Deveney,The Sporting News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Trier, Allonzo (NYK)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Brunson, Jalen (DAL)","Huerter, Kevin (ATL)",2019,All-Rook
Kevin Arnovitz,ESPN.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Turner, Myles -- IND","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Kaminsky, Frank -- CHA","Cauley-Stein, Willie -- SAC","Russell, D'Angelo -- LAL",2016,All-Rook
Mike Crispino,MSG Network,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Turner, Myles -- IND","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","Kaminsky, Frank -- CHA","Cauley-Stein, Willie -- SAC","Jokic, Nikola -- DEN",2016,All-Rook
Jody Genessy,Deseret News,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Lyles, Trey -- UTA","Cauley-Stein, Willie -- SAC","Kaminsky, Frank -- CHA",2016,All-Rook
Chris Dempsey,Denver Post,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Okafor, Jahlil -- PHI","Cauley-Stein, Willie -- SAC","McConnell, TJ -- PHI",2016,All-Rook
Royce Young,ESPN,"Murray, Jamal (Den.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Ingram, Brandon (LA-L)","Brown, Jaylen (Bos.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)",2017,All-Rook
Marc Kestecher,ESPN Radio,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","McGruder, Rodney (Mia.)","Brown, Jaylen (Bos.)","Chriss, Marquese (Pho.)","LeVert, Caris (Bkn.)",2017,All-Rook
Reggie Miller,Turner,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)",2017,All-Rook
Steve Aschburner,NBA.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","McGruder, Rodney (Mia.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","McCaw, Patrick (G.S.)",2017,All-Rook
Matt Moore,CBSSports.com,"McGruder, Rodney (Mia.)","Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Maker, Thon (Mil.)","Hernangomez, Juan (Den.)","Chriss, Marquese (Pho.)","Bertans, Davis (S.A.)",2017,All-Rook
Anthony Slater,Bay Area News Group,"Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","McGruder, Rodney (Mia.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)",2017,All-Rook
Paul Flannery,SB Nation,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Hernangomez, Willy (N.Y.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)",2017,All-Rook
Chris Broussard,Fox Sports,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)",2017,All-Rook
Eddie Sefko,Dallas Morning News,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Dunn, Kris (Min.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Sabonis, Domantas (OKC.)",2017,All-Rook
Jacques Monclar,BEIN Sport,"Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Sabonis, Domantas (OKC.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Ulis, Tyler (Pho.)",2017,All-Rook
Antoni Daimiel,Moviestar+,"Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Murray, Jamal (Den.)","LeVert, Caris (Bkn.)","Chriss, Marquese (Pho.)","Labissiere, Skal (Sac.)",2017,All-Rook
Justin Termine,Sirius XM,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)",2017,All-Rook
KC Johnson,Chicago Tribune,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)",2017,All-Rook
Vince Goodwill,CSN Chicago,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Ferrell, Yogi (Dal.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","LeVert, Caris (Bkn.)",2017,All-Rook
Calvin Watkins,ESPN.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","McGruder, Rodney (Mia.)",2017,All-Rook
Mike Breen,ABC/ESPN,"Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)",2017,All-Rook
Erik Horne,The Oklahoman,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Hernangomez, Willy (N.Y.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","Whitehead, Isaiah (Bkn.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)",2017,All-Rook
Dave Pasch,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Barrett, R.J. (NYK)","White, Coby (CHI)","Hunter, De'Andre (ATL)","Hachimura, Rui (WAS)","Herro, Tyler (MIA)","Clarke, Brandon (MEM)","Washington, P.J. (CHA)",2020,All-Rook
Bob Rathbun,Fox Sports South,"Wiggins, Andrew -- MIN","Galloway, Langston -- NY","Mirotic, Nikola -- CHI","Bogdanovic, Bojan -- BRK","Exum, Dante -- UTA","Warren, T.J. -- PHO","Payton, Elfrid -- ORL","LaVine, Zach -- MIN","Clarkson, Jordan -- LAL","McDaniels, K.J. -- HOU",2015,All-Rook
Gary Washburn,Boston Globe,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","Smart, Marcus -- BOS","LaVine, Zach -- MIN","Galloway, Langston -- NY","McDaniels, K.J. -- HOU","Clarkson, Jordan -- LAL","Hood, Rodney -- UTA",2015,All-Rook
Bob Fitzgerald,Comcast SportsNet Bay Area,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Smart, Marcus -- BOS","Payton, Elfrid -- ORL","Exum, Dante -- UTA","Nurkic, Jusuf -- DEN","Hood, Rodney -- UTA","Napier, Shabazz -- MIA","Clarkson, Jordan -- LAL","McGary, Mitch -- OKC",2015,All-Rook
Zach Lowe,ESPN.com,"Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Bogdanovic, Bogdan (SAC)","Smith Jr., Dennis (DAL)","Markkanen, Lauri (CHI)","Adebayo, Bam (MIA)","Collins, John (ATL)","Ball, Lonzo (LAL)",2018,All-Rook
Greg Logan,Newsday,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Allen, Jarrett (BKN)","Collins, John (ATL)","Jackson, Josh (PHX)",2018,All-Rook
Ramona Shelburne,ESPN.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Adebayo, Bam (MIA)","Anunoby, OG (TOR)","Ball, Lonzo (LAL)","Collins, John (ATL)","Smith Jr., Dennis (DAL)",2018,All-Rook
Rod Beard,Detroit News,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Collins, John (ATL)","Jackson, Josh (PHX)",2018,All-Rook
Jason Quick,NBC Sports Northwest,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Tatum, Jayson (BOS)","Smith Jr., Dennis (DAL)","Brooks, Dillon (MEM)","Ball, Lonzo (LAL)","Collins, John (ATL)","Bogdanovic, Bogdan (SAC)",2018,All-Rook
Rosalyn Gold‐Onwude,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Fox, De'Aaron (SAC)","Ball, Lonzo (LAL)","Collins, John (ATL)","Brooks, Dillon (MEM)",2018,All-Rook
Nira Khurana,Excelsior,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Adebayo, Bam (MIA)",2018,All-Rook
Kristen Ledlow,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Adebayo, Bam (MIA)",2018,All-Rook
Jerry Zgoda,Minneapolis Star Tribune,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Fox, De'Aaron (SAC)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Jackson, Josh (PHX)",2018,All-Rook
Sean Deveney,The Sporting News,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Markkanen, Lauri (CHI)","Jackson, Josh (PHX)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Ball, Lonzo (LAL)",2018,All-Rook
KC Johnson,Chicago Tribune,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Jackson, Josh (PHX)",2018,All-Rook
Gary Washburn,Boston Globe,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Jackson, Josh (PHX)","Markkanen, Lauri (CHI)","Brooks, Dillon (MEM)","Collins, John (ATL)","Anunoby, OG (TOR)",2018,All-Rook
Chris Mannix,Yahoo!,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Collins, John (ATL)","Jackson, Josh (PHX)",2018,All-Rook
Greg Anthony,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Kuzma, Kyle (LAL)","Fox, De'Aaron (SAC)","Collins, John (ATL)","Jackson, Josh (PHX)",2018,All-Rook
Ernie Johnson,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Anunoby, OG (TOR)","Jackson, Josh (PHX)","Collins, John (ATL)","Ball, Lonzo (LAL)",2018,All-Rook
Sekou Smith,NBA.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Jackson, Josh (PHX)","Collins, John (ATL)","Bogdanovic, Bogdan (SAC)",2018,All-Rook
Justin Termine,Sirius Radio,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Jackson, Josh (PHX)","Collins, John (ATL)","Adebayo, Bam (MIA)",2018,All-Rook
Yoko Miyaji,Sports Graphic Number,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Collins, John (ATL)","Adebayo, Bam (MIA)",2018,All-Rook
Howard Beck,Bleacher Report,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Smith Jr., Dennis (DAL)","Collins, John (ATL)","Allen, Jarrett (BKN)",2018,All-Rook
Jon Barry,ESPN Radio,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Collins, Zach (POR)","Jackson, Josh (PHX)",2018,All-Rook
Tony Jones,Salt Lake Tribune,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Brooks, Dillon (MEM)","O'Neale, Royce (UTA)","Collins, Zach (POR)","Adebayo, Bam (MIA)",2018,All-Rook
Kurt Helin,NBCSports.com,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","White, Coby (CHI)","Barrett, R.J. (NYK)","Washington, P.J. (CHA)","Paschall, Eric (GSW)","Davis, Terence (TOR)","Herro, Tyler (MIA)",2020,All-Rook
Matt Winer,Turner,"Clarke, Brandon (MEM)","Hachimura, Rui (WAS)","Morant, Ja (MEM)","Paschall, Eric (GSW)","Nunn, Kendrick (MIA)","Herro, Tyler (MIA)","White, Coby (CHI)","Washington, P.J. (CHA)","Davis, Terence (TOR)","Thybulle, Matisse (PHI)",2020,All-Rook
